case_kind,seed,method,failure_type,progress_ratio,min_clearance_m
parked_and_oncoming,83,B0,unreached_or_fallback_stop,0.07878525298007036,0.9468596579746313
parked_and_oncoming,83,B1,unreached_or_fallback_stop,0.07878525298007036,0.9468596579746313
parked_and_oncoming,83,B2,unreached_or_fallback_stop,0.07878525298007036,0.9468596579746313
parked_and_oncoming,83,MIKU,unreached_or_fallback_stop,0.3355910983171278,0.22192463622810443
parked_and_oncoming,84,B0,unreached_or_fallback_stop,0.5172810995232587,0.305050087850522
parked_and_oncoming,84,B1,unreached_or_fallback_stop,0.5172810995232587,0.305050087850522
parked_and_oncoming,84,B2,unreached_or_fallback_stop,0.5172810995232587,0.305050087850522
parked_and_oncoming,84,MIKU,unreached_or_fallback_stop,0.6447721810086083,0.23103931406299916
parked_and_oncoming,87,B0,unreached_or_fallback_stop,0.1150563517141809,0.760188800568999
parked_and_oncoming,87,B1,unreached_or_fallback_stop,0.1150563517141809,0.760188800568999
parked_and_oncoming,87,B2,unreached_or_fallback_stop,0.1150563517141809,0.760188800568999
parked_and_oncoming,87,MIKU,unreached_or_fallback_stop,0.2710737476849647,0.375681182024874
parked_and_oncoming,88,B1,unreached_or_fallback_stop,0.12327407238539653,1.319096565676193
parked_and_oncoming,88,B2,unreached_or_fallback_stop,0.12327407238539653,1.319096565676193
parked_and_oncoming,90,B0,unreached_or_fallback_stop,0.6133625903358053,0.2902464126344939
parked_and_oncoming,90,B1,unreached_or_fallback_stop,0.6133625903358053,0.2902464126344939
parked_and_oncoming,90,B2,unreached_or_fallback_stop,0.6133625903358053,0.2902464126344939
parked_and_oncoming,90,MIKU,unreached_or_fallback_stop,0.6907117969546873,0.2329621563100157
parked_and_oncoming,92,B1,unreached_or_fallback_stop,0.09970943551086886,1.2372600665685467
parked_and_oncoming,92,B2,unreached_or_fallback_stop,0.09970943551086886,1.2372600665685467
parked_and_oncoming,93,B0,unreached_or_fallback_stop,0.4711944063171655,0.3004336477941518
parked_and_oncoming,93,B1,unreached_or_fallback_stop,0.4711944063171655,0.3004336477941518
parked_and_oncoming,93,B2,unreached_or_fallback_stop,0.4711944063171655,0.3004336477941518
parked_and_oncoming,93,MIKU,unreached_or_fallback_stop,0.5683677955968718,0.23128067544137276
parked_and_oncoming,98,B0,unreached_or_fallback_stop,0.6501085085246253,0.24747904448737315
parked_and_oncoming,98,B1,unreached_or_fallback_stop,0.6501085085246253,0.2474790444881336
parked_and_oncoming,98,B2,unreached_or_fallback_stop,0.6501085085246253,0.2474790444881336
parked_and_oncoming,99,B0,unreached_or_fallback_stop,0.36284863170364295,0.34398881626237765
parked_and_oncoming,99,B1,unreached_or_fallback_stop,0.11582802502605685,1.0846884829799146
parked_and_oncoming,99,B2,unreached_or_fallback_stop,0.11582802502605685,1.0846884829799146
parked_and_oncoming,99,MIKU,unreached_or_fallback_stop,0.4434950413305311,0.24898159596408131
narrow_multi_obstacle,0,B0,unreached_or_fallback_stop,0.2564102824635449,0.9108017195846038
narrow_multi_obstacle,0,B1,unreached_or_fallback_stop,0.2564102824635449,0.9685964572726976
narrow_multi_obstacle,0,B2,unreached_or_fallback_stop,0.2564102824635449,0.9685964572726976
narrow_multi_obstacle,1,B0,unreached_or_fallback_stop,0.2564102827181441,1.5659308773185696
narrow_multi_obstacle,1,B1,unreached_or_fallback_stop,0.2564102827181441,1.598700394879898
narrow_multi_obstacle,1,B2,unreached_or_fallback_stop,0.2564102827181441,1.598700394879898
narrow_multi_obstacle,1,MIKU,unreached_or_fallback_stop,0.2564102827181441,1.5875371149497592
narrow_multi_obstacle,2,B0,unreached_or_fallback_stop,0.47435900000000003,0.2999653546222987
narrow_multi_obstacle,2,B1,unreached_or_fallback_stop,0.47435900000000003,0.2999653546222987
narrow_multi_obstacle,2,B2,unreached_or_fallback_stop,0.47435900000000003,0.2999653546222987
narrow_multi_obstacle,3,B0,unreached_or_fallback_stop,0.26923079561556423,0.5737876227086939
narrow_multi_obstacle,3,B1,unreached_or_fallback_stop,0.26923079561556423,0.6606423462406726
narrow_multi_obstacle,3,B2,unreached_or_fallback_stop,0.26923079561556423,0.6606423462406726
narrow_multi_obstacle,4,B0,unreached_or_fallback_stop,0.25641028282782863,1.6000335241926282
narrow_multi_obstacle,4,B1,unreached_or_fallback_stop,0.25641028282782863,1.6000335241926282
narrow_multi_obstacle,4,B2,unreached_or_fallback_stop,0.25641028282782863,1.6000335241926282
narrow_multi_obstacle,5,B0,unreached_or_fallback_stop,0.2692307962288423,1.6385886427740188
narrow_multi_obstacle,5,B1,unreached_or_fallback_stop,0.2692307962288423,1.6385886427740188
narrow_multi_obstacle,5,B2,unreached_or_fallback_stop,0.2692307962288423,1.6385886427740188
narrow_multi_obstacle,6,B0,unreached_or_fallback_stop,0.26923079590855903,1.3218989410540547
narrow_multi_obstacle,6,B1,unreached_or_fallback_stop,0.26923079590855903,1.3584087784653114
narrow_multi_obstacle,6,B2,unreached_or_fallback_stop,0.26923079590855903,1.3584087784653114
narrow_multi_obstacle,7,B0,unreached_or_fallback_stop,0.269230795713274,0.5247178790086003
narrow_multi_obstacle,7,B1,unreached_or_fallback_stop,0.269230795713274,0.6135697412673449
narrow_multi_obstacle,7,B2,unreached_or_fallback_stop,0.269230795713274,0.6135697412673449
narrow_multi_obstacle,8,B0,unreached_or_fallback_stop,0.25641028282211364,1.0599097673833238
narrow_multi_obstacle,8,B1,unreached_or_fallback_stop,0.25641028282211364,1.105774297583834
narrow_multi_obstacle,8,B2,unreached_or_fallback_stop,0.25641028282211364,1.105774297583834
narrow_multi_obstacle,8,MIKU,unreached_or_fallback_stop,0.25641028282211364,1.0908987079865184
narrow_multi_obstacle,9,B0,unreached_or_fallback_stop,0.26923079517092247,0.7179935939705546
narrow_multi_obstacle,9,B1,unreached_or_fallback_stop,0.26923079517092247,0.7854827608290031
narrow_multi_obstacle,9,B2,unreached_or_fallback_stop,0.26923079517092247,0.7854827608290031
narrow_multi_obstacle,10,B0,unreached_or_fallback_stop,0.28205130821671803,0.6167046995003409
